#LANDMARK
Name   paleon~
Vnum   42300
End

#LANDMARK
Name   garden~
Vnum   42297
End

#LANDMARK
Name   vila~
Vnum   61108
End

#LANDMARK
Name   schoolofshadow~
Vnum   60792
End

#LANDMARK
Name   spiderswamp~
Vnum   41683
End

#LANDMARK
Name   forbidden~
Vnum   42081
End

#LANDMARK
Name   durdun~
Vnum   41100
End

#LANDMARK
Name   loramoor~
Vnum   42012
End

#LANDMARK
Name   regius~
Vnum   42829
End

#LANDMARK
Name   citadel~
Vnum   42844
End

#LANDMARK
Name   tufkular~
Vnum   43446
End

#LANDMARK
Name   kirwood~
Vnum   43436
End

#LANDMARK
Name   newunderdark~
Vnum   43842
End

#LANDMARK
Name   szithlin~
Vnum   43948
End

#LANDMARK
Name   ancient ruins~
Vnum   62544
End

#LANDMARK
Name   sandgod temple~
Vnum   43916
End

#LANDMARK
Name   gnome tower~
Vnum   42408
End

#LANDMARK
Name   merchant~
Vnum   41195
End

#LANDMARK
Name   norrinton~
Vnum   42884
End

#LANDMARK
Name   ixious~
Vnum   42168
End

#LANDMARK
Name   apprentice~
Vnum   42557
End

#LANDMARK
Name   ice castle~
Vnum   42152
End

#LANDMARK
Name   mines shatkul~
Vnum   41176
End

#LANDMARK
Name   shrine of mnera~
Vnum   60640
End

#LANDMARK
Name   golden peninsula~
Vnum   60724
End

#LANDMARK
Name   isle of death~
Vnum   43475
End

#LANDMARK
Name   ocean~
Vnum   43266
End

#LANDMARK
Name   heaven~
Vnum   48787
End

#LANDMARK
Name   obscure island~
Vnum   50569
End

#LANDMARK
Name   cliffs of green~
Vnum   48413
End

#LANDMARK
Name   harpy island~
Vnum   48417
End

#LANDMARK
Name   crystal forest~
Vnum   41458
End

#LANDMARK
Name   mount cierra~
Vnum   42452
End

#LANDMARK
Name   estate of unrest~
Vnum   19500
End

#LANDMARK
Name   fox den~
Vnum   42040
End

#LANDMARK
Name   manoake city~
Vnum   41145
End

#LANDMARK
Name   rift~
Vnum   51895
End

#LANDMARK
Name   jarynth~
Vnum   42120
End

#LANDMARK
Name   throng tower~
Vnum   49450
End

#LANDMARK
Name   pixadale~
Vnum   49182
End

#LANDMARK
Name   spiral~
Vnum   51061
End

#LANDMARK
Name   volcano~
Vnum   41771
End

#LANDMARK
Name   dakar~
Vnum   43436
End

#LANDMARK
Name   lost valley~
Vnum   51569
End

#LANDMARK
Name   mystical rift~
Vnum   51895
End

#LANDMARK
Name   mine quarry~
Vnum   42077
End

#LANDMARK
Name   estate~
Vnum   41428
End

#LANDMARK
Name   grovestone~
Vnum   41405
End

#LANDMARK
Name   asgard~
Vnum   49635
End

#LANDMARK
Name   torain mines~
Vnum   42511
End

#END
