* Complete languages, with translation tables:
* common elven dwarven pixie ogre orcish trollese magical goblin
* halfling gnomish rodent infernal insectoid mammal draconic god
* undercommon gith spiritual celestial ancient reptile gnollish
*
* No translation languages, with only the alphabet, and name conversions:
* clan
*
* structure is:
* #<language name>   * <comments> (must follow the asterix).
* '<before>' '<after>' (pre-conv. in descending order by size of the first word)
* ~ (directly below the last pre-conv.) 
* <alphabet> (must be 26 letters in length, exactly)~
* '<before>' '<after>' (conv. in descending order by size of the first word)
* ~ (directly below the last conv.)

#default * for any language without a table
~
ekjrugtlohfqbxyvndwmaczsip~
~


#common
~
abcdefghijklmnopqrstuvwxyz~
~


#elven   * 'Flutey' language.. slam some harsh sounds.
'our meeting' 'omentielvo'
'starlight' 'silme'
'mistiness' 'hisime'
'stirring' 'coire'
'treasure' 'harma'
'the hour' 'lumenn'
'sunlight' 'are'
'century' 'haranye'
'torment' 'nwalme'
'feather' 'quesse'
'spirit' 'thule'
'shines' 'sila'
'region' 'arda'
'tongue' 'lambe'
'breeze' 'hwesta'
'hollow' 'unque'
'bridge' 'yanta'
'friend' 'mellon'
'spring' 'thuile'
'summer' 'laire'
'autumn' 'yavie'
'fading' 'quelle'
'winter' 'hrive'
'growth' 'loa'
'shines' 'sila'
'stone' 'ssar'
'dream' 'lorien'
'enter' 'minno'
'south' 'hyarmen'
'these' thiw'
'signs' 'hin'
'mouth' 'anto'
'heart' 'ore'
'power' 'vala'
'north' 'formen'
'metal' 'tinco'
'book' 'parma'
'lamp' 'calma'
'gate' 'ando'
'fate' 'umbar'
'iron' 'anga'
'gift' 'anna'
'tree' 'alda'
'hook' 'ampa'
'jaws' 'anca'
'rage' 'aha'
'west' 'numen'
'east' 'romen'
'gold' 'malta'
'heat' 'ure'
'name' 'esse'
'them' 'hain'
'made' 'echant'
'drew' 'teithant'
'week' 'enquie'
'star' 'elen'
'moon' 'isil'
'web' 'ungwe'
'air' 'vilya'
'sky' 'vilya'
'say' 'pedo'
'bow' 'luva'
'and' 'owe'
'g z' 's v'
'of' 'ane'
'xx' 'sth'
'th' 'n'
'ng' 'r'
'st' 'ma'
'sh' 'vr'
'sc' 'a'
'ck' 'ss'
'es' 'a'
'r' 'th'
'd' 'ng'
'p' 'st'
'j' 'sh'
'z' 'dh'
~
iqqdakvtujfwghepcrslybszoz~
'rr' 'r'
'qq' 'q'
~


#dwarven   * Opposite of elven.. extreme on the harsh tones.
'the dwarves' 'khazad'
'underground' 'gundu'
'excavation' 'dum'
'fortress' 'gathol'
'language' 'aglab'
'upon you' 'ai-menu'
'mansion' 'dum'
'dwarves' 'khazad'
'dwarven' 'khazlyth'
'gesture' 'iglishmek'
'records' 'mazarbul'
'valley' 'bizar'
'chisel' 'felak'
'tunnel' 'gunud'
'silver' 'kibil'
'clouds' 'shathur'
'spike' 'zigil'
'dwarf' 'khazl'
'great' 'gabil'
'horn' 'inbar'
'path' 'nala'
'lode' 'nala'
'long' 'sigin'
'lord' 'uzbad'
'lake' 'zaram'
'pool' 'zaram'
'upon' 'aya'
'axes' 'baruk'
'dale' 'bizar'
'head' 'bund'
'hall' 'dum'
'red' 'baraz'
'axe' 'burk'
'hew' 'felek'
'you' 'menu'
'bed' 'nala'
'orc' 'rukhs'
'eth' 'ok'
'ith' 'uk'
'ath' 'ak'
'uth' 'uz'
'ion' 'um'
'you' 'enu'
'ick' 'uzk'
'ove' 'uzo'
'ome' 'um'
'ee' 'au'
'th' 'gn'
'oo' 'uu'
'dw' 'kh'
'ar' 'az'
'rf' 'zl'
'en' 'yth'
'es' 'ad'
'ch' 'k'
'ul' 'uzl'
'of' 'uv'
'my' 'kaz'
'me' 'ka'
'to' 'or'
~
ubkdukggagkrzrypkdztibmzgo~
~


#pixie   * Language translation updated by Sadiq
'half-troll' 'lii jaef'
'draconian' 'sajheiji'
'equipment' 'iarth tuyomii'
'half-ogre' 'lii euai'
'lizardman' 'fyjasmi'
'sanctuary' 'ejih ojaa'
'assassin' 'jee nooc'
'gargoyle' 'ujau eafi'
'half-elf' 'lii ifi'
'half-orc' 'lii eah'
'halfling' 'lii jee'
'immortal' 'ymeaf'
'nephilim' 'iioly fym'
'augurer' 'jousunee'
'centaur' 'hii joa'
'paladin' 'osi'
'sea-elf' 'eij ifi'
'warrior' 'jaayea'
'archer' 'jahlia'
'cleric' 'hiay'
'mortal' 'meaf'
'ranger' 'aji uia'
'shield' 'elis'
'weapon' 'yi joei'
'armor' 'jamea'
'human' 'lomji'
'druid' 'saoy'
'dwarf' 'syjad'
'group' 'uae oo'
'level' 'fii'
'magic' 'muyh'
'north' 'ieal'
'skill' 'ewyf'
'south' 'eeol'
'spell' 'muyh eoif'
'stats' 'eje ii'
'thief' 'xlyid'
'titan' 'ujyx'
'area' 'jai'
'down' 'seyi'
'east' 'ijex'
'fire' 'dyai'
'gith' 'uyxl'
'gold' 'uef'
'heal' 'lij aif'
'kill' 'nooc'
'mage' 'mjui'
'west' 'yiex'
'elf' 'ifi'
'mob' 'med'
'yes' 'aie'
'lar' 'sgz'
'uhm' 'luf'
'get' 'ggtz'
'eer' 's'
'no' 'ie'
'up' 'oo'
'll' 'fr tpa'
'ts' 'uths'
'lm' 'ml'
'qu' 'arth tv'
'tr' 'mmps'
~
jdhsidulyywfmieopaexoqybac~
'tyrl' 'x'
'dfs' 'sstg d'
'r' 'grud'
~


#ogre   * Harsh and primative.
'hello' 'grog'
'steal' 'tog'
'take' 'tog'
'come' 'rawg'
'kill' 'hak'
'with' '(grunt)'
'ion' 'um'
'you' 'guk'
'ick' 'uk'
'ove' 'umm'
'ome' 'um'
'buy' 'tog'
'eth' 'ok'
'ith' 'uk'
'ath' 'ak'
'uth' 'uz'
'ee' 'au'
'th' 'gn'
'oo' 'uu'
'ar' 'arg'
'en' 'yth'
'es' 'ad'
'ch' 'k'
'ul' 'um'
'of' 'uguf'
'my' 'ug'
'me' 'ug'
'to' 'og'
'hi' 'grug'
~
ufkdubrgugzpnmugkgztabtzom~
~


#orcish   * Basically the same as goblin... a little nastier.
'ringwraith' 'nazgul'
'to bring' 'thrakat'
'old man' 'sharku'
'bastard' 'sha'
'to rule' 'durbat'
'to find' 'gimbat'
'to bind' 'krimpat'
'stupid' 'shai'
'wraith' 'gul'
'troll' 'olog'
'slave' 'snaga'
'bring' 'thrak'
'tower' 'lug'
'great' 'bubhosh'
'filth' 'dug'
'hello' 'khalok'
'steal' 'kzam'
'come' 'kurta'
'kill' 'vak'
'with' 'bat'
'take' 'kham'
'dark' 'burz'
'cess' 'bag'
'pool' 'ronk'
'rule' 'durb'
'fire' 'ghash'
'find' 'gimb'
'fool' 'glob'
'folk' 'hai'
'bind' 'krimp'
'ring' 'nazg'
'them' 'ul'
'ness' 'um'
'orc' 'uruk'
'eth' 'om'
'ith' 'uuk'
'ath' 'ohk'
'uth' 'um'
'ion' 'um'
'you' 'snar'
'ick' 'uk'
'ove' 'aah'
'ome' 'ask'
'all' 'uk'
'and' 'agh'
'one' 'ash'
'buy' 'muk'
'in' 'ishi'
'ch' 'k'
'ul' 'um'
'of' 'tuk'
'my' 'mal'
'me' 'mok'
'to' 'sek'
'hi' 'gorg'
'th' 'gn'
'oo' 'uu'
'ar' 'arg'
'en' 'yth'
'es' 'ac'
'ee' 'ou'
~
oktpabkhugzpnmuxrgztebyzow~
~


#trollese   * Harsh and primative, similar to ogre.
'hello' 'grog'
'steal' 'tog'
'come' 'rawg'
'kill' 'hak'
'with' '(grunt)'
'take' 'tog'
'buy' 'tog'
'ion' 'um'
'you' 'guk'
'eth' 'ok'
'ith' 'uk'
'ath' 'ak'
'uth' 'uz'
'ick' 'uk'
'ove' 'umm'
'ome' 'um'
'ee' 'au'
'th' 'gn'
'oo' 'uu'
'ar' 'arg'
'en' 'yth'
'es' 'ad'
'ch' 'k'
'ul' 'um'
'of' 'uguf'
'my' 'ug'
'me' 'ug'
'to' 'og'
'hi' 'grug'
~
ufkdubrgugzpnmugkgztabtzom~
~


#magical   * Emulate say_spell from magic.c
'bless' 'fido'
'blind' 'nose'
'light' 'dies'
'move' 'sido'
'ness' 'lacri'
'ning' 'illa'
'tect' 'infra'
'bur' 'mosa'
'son' 'sabru'
'tri' 'cula'
'ven' 'nofo'
'mor' 'zak'
'per' 'duda'
'ra' 'gru'
're' 'candus'
'ar' 'abra'
'au' 'kada'
'cu' 'judi'
'de' 'oculo'
'en' 'unso'
'lo' 'hi'
~
abqezyopuytrwiasdfghjzxnlk~
~


#goblin   * Bastardization of elven.  Harsh.
'hello' 'khalok'
'steal' 'kzam'
'come' 'kurta'
'kill' 'vak'
'with' 'bat'
'take' 'kham'
'eth' 'om'
'ith' 'uuk'
'ath' 'ohk'
'uth' 'um'
'ion' 'um'
'you' 'snar'
'ick' 'uk'
'ove' 'aah'
'ome' 'ask'
'buy' 'muk'
'ee' 'ou'
'th' 'gn'
